"Country name","Year","Population","Population of children under the age of 1","Population of children under the age of 5","Population of children under the age of 15","Population under the age of 25","Population aged 15 to 64 years","Population at age 1","Population aged 1 to 4 years","Population aged 5 to 9 years","Population aged 10 to 14 years","Population aged 15 to 19 years","Population aged 20 to 29 years","Population aged 30 to 39 years","Population aged 40 to 49 years","Population aged 50 to 59 years","Population aged 60 to 69 years","Population aged 70 to 79 years","Population aged 80 to 89 years","Population aged 90 to 99 years","Population older than 100 years","population__all__15plus__records","population__all__18plus__records"
"Hong Kong",2020,7500955,56977,333185,918385,1565181,5175360,64569,276208,301613,283587,273454,840905,1122326,1133846,1210776,1050563,552436,308962,84236,5066,6577504,6419612
"Hungary",2015,9844250,92300,453527,1425855,2559488,6636954,91472,361227,491256,481072,513655,1234770,1448925,1456761,1266012,1281615,796014,369504,50377,762,8417633,8124675
"Hungary",2016,9815106,93302,458312,1423695,2528640,6578114,92635,365010,481332,484051,499137,1224209,1392747,1508345,1225438,1315993,801543,370261,53061,677,8390734,8099493
"Hungary",2017,9788940,94471,463553,1422430,2501319,6525633,93582,369082,471615,487262,491208,1210736,1344558,1544238,1208250,1326857,813273,371204,55595,591,8365919,8073809
"Hungary",2018,9776361,93447,467004,1421888,2480341,6482929,94674,373557,463846,491038,488197,1197701,1308586,1567267,1212782,1318342,830536,372486,58034,542,8353931,8062476
"Hungary",2019,9771799,92683,468479,1421637,2460480,6433659,93574,375796,457686,495472,487357,1181606,1282779,1582026,1226761,1303631,849689,374512,61170,631,8349531,8060822
"Hungary",2020,9750571,92934,469135,1419389,2438951,6371566,92939,376201,457096,493158,487707,1158177,1263748,1586504,1243047,1282910,867405,375923,64929,832,8330350,8041768
"Iceland",2015,331068,4237,22271,66795,113868,218951,4353,18034,23212,21312,22115,48748,45424,42350,42492,32600,18438,10192,1883,31,264242,251233
"Iceland",2016,335677,4081.9998,21677,66698,113758,222213,4254,17595,23515,21506,22031,50057,46089,42678,42999,33674,19242,10223,1953,33,268946,255955
"Iceland",2017,343641,4071,21388,67128,114506,228286,4137,17317,23727,22013,21932,52256,47884,43650,43541,34831,20102,10252,2027,38,276475,263505
"Iceland",2018,352951,4161,21252,67626,115368,235445,4122,17091,23733,22641,21933,54549,50438,45026,43887,35907,21159,10261,2121,44,285281,272348
"Iceland",2019,360787,4345,21292,68025,115954,241138,4199,16947,23428,23305,22094,55892,52580,46402,44016,36923,22318,10270,2221,46,292716,279698
"Iceland",2020,366682,4494,21588,68604,116489,244638,4394,17094,23026,23990,22272,55995,54141,47664,43894,37878,23537,10302,2349,46,298032,284737
"India",2015,1322866600,24119940,123077610,378793180,625572740,869459800,24310256,98957660,126093064,129622510,126090536,234736130,195649650,154129940,116054920,72422140,33396610,10484091,1088980,20335,944053000,867862140
"India",2016,1338636300,24099908,121782720,376404900,625246600,884115140,23926576,97682820,125661080,128961080,127048696,237010770,199786580,157433090,118632010,75660310,34424560,11020650,1191660,23151,962208300,885344830
"India",2017,1354195700,23854890,120474770,373697380,624483460,898694140,23925536,96619880,125232320,127990270,128018690,239144690,204002600,160734130,121246190,78898120,35527560,11594400,1305493,26461,980471900,902925100
"India",2018,1369003300,23581330,119121976,370831170,623163840,912553700,23693076,95540640,124645760,127063430,128689820,241113040,208106510,163903120,123921464,82088490,36722890,12172201,1424518,30085,998142100,920259500
"India",2019,1383112100,23279278,117955890,367825250,621302340,925771460,23432014,94676610,123575160,126294216,129072030,242884540,212005310,167151980,126642110,84925100,38309696,12717737,1544402,33871,1015252900,937515100
"India",2020,1396387100,22805892,116723900,364629250,618883840,938586430,23146488,93918020,122184060,125721290,129051980,244835570,215589940,170643170,129328330,87312904,40177864,13135486,1645240,37375,1031720500,954460100
"Indonesia",2015,259091970,4718817,24010696,69632940,112912536,173432830,4764673,19291878,23458488,22163760,22069860,41992652,41140330,34856612,25221960,14141277,7731161,2161299,142699,1179,189457860,176201000
"Indonesia",2016,261850180,4654031,23815582,69813150,113243740,175658670,4701950,19161552,23683176,22314392,22075384,42143840,41326548,35431624,26114848,14681042,7855233,2254729,152537,1250,192035780,178830610
"Indonesia",2017,264498850,4585510,23495150,69926740,113491230,177789490,4638342,18909640,23873322,22558260,22029112,42370856,41440460,35976532,26981692,15290722,7970121,2348067,163236,1322,194570800,181375250
"Indonesia",2018,267066850,4524618,23163588,69982900,113685544,179835740,4570807,18638968,23955598,22863708,21977652,42581720,41519708,36523280,27811396,15975175,8078092,2440940,174588,1399,197082540,183878540
"Indonesia",2019,269582880,4490630,22877436,69990360,113815300,181816720,4510719,18386806,23957384,23155542,21985336,42743484,41549210,37073510,28606768,16720810,8193243,2532256,186415,1483,199591020,186369740
"Indonesia",2020,271858000,4463186,22627598,69918980,113878620,183698640,4477488,18164412,23893686,23397694,22067276,42909732,41508444,37601184,29333908,17465506,8272734,2584580,194091,1542,201937460,188644660
"Iran",2015,81790850,1568979,7357028,19195760,32213970,57861744,1531089,5788049,6278854,5559878,5620243,16290505,15483760,10175062,7520642,4692036,2097801,659147,55596,292,62594790,59300370
"Iran",2016,83306230,1567418,7568730,19816360,32333292,58488656,1560745,6001312,6514550,5733079,5610579,15605952,16081608,10590860,7718906,4948260,2178360,694622,60399,327,63489548,60155944
"Iran",2017,84505080,1561253,7702998,20260000,32301134,58960924,1564701,6141745,6695493,5861508,5566129,14939100,16599233,10940555,7920346,5209369,2270606,734158,65218,368,64244710,60922576
"Iran",2018,85617560,1507424,7721189,20639088,32311156,59397336,1558270,6213765,6905338,6012561,5551088,14288106,17001478,11312820,8128256,5476062,2374901,775444,69906,412,64978060,61651000
"Iran",2019,86564210,1376778,7558527,20867334,32280948,59806080,1504322,6181749,7131946,6176861,5561127,13632120,17296232,11721965,8357506,5720909,2516446,815308,74804,455,65696416,62342576
"Iran",2020,87290190,1261440,7253107,20943076,32207904,60142824,1373138,5991667,7352019,6337951,5605419,12975746,17443314,12181641,8591329,5924708,2691666,852179,80592,521,66346596,62940544
"Iraq",2015,37757812,1177760,5798061,15199561,22775764,21389832,1180258,4620301,4964718,4436782,4020547,6502214,4753180,3508653,1899716,1185938,539476,138783,9680,65,22558186,20085438
"Iraq",2016,38697940,1154075,5823022,15464037,23210326,22022856,1171893,4668947,5128038,4512977,4103626,6691780,4864839,3627229,2011613,1224148,557066,143598,9938,67,23233836,20715138
"Iraq",2017,39621156,1131949,5788838,15699855,23602684,22655696,1148639,4656889,5311135,4599882,4179805,6886034,4980358,3742498,2146620,1251740,574687,149224,10267,68,23921232,21363528
"Iraq",2018,40590700,1126726,5741951,15933330,23996400,23326514,1127985,4615225,5490843,4700536,4254088,7096042,5111665,3858416,2308464,1265259,597082,155619,10666,70,24657302,22061048
"Iraq",2019,41563524,1137676,5697343,16152254,24378140,24012920,1122649,4559667,5646594,4808317,4331159,7302078,5256217,3968355,2472010,1285298,622592,162376,11113,72,25411198,22768868
"Iraq",2020,42556988,1151667,5677739,16378370,24777652,24730458,1134617,4526072,5757817,4942814,4413180,7503932,5419920,4075510,2634585,1311032,642735,166401,11254,71,26178548,23480162
"Ireland",2015,4665764,63450,334720,996662,1562740,3057140,65247,271270,348663,313279,294370,567395,745732,668489,550790,435797,262749,121392,21969,419,3668683,3488876
"Ireland",2016,4715791,62684,327904,999751,1571825,3084869,63278,265220,354018,317829,300438,563712,742187,681622,561211,442819,275890,124950,22775,436,3715604,3533357
"Ireland",2017,4771860,62400,321624,1001684,1586838,3118551,62815,259224,355957,324103,307687,566644,735744,696587,571159,449587,290240,128427,23648,453,3769723,3583786
"Ireland",2018,4834506,61588,316662,1002983,1604471,3157480,62713,255074,353691,332630,313919,574856,728063,713714,580855,456830,305748,131628,25443,467,3831056,3640989
"Ireland",2019,4896021,60349,312044,1001637,1617367,3197054,61672,251695,348102,341491,318471,584514,717029,733492,591632,468184,317561,134840,28059,602,3893782,3700832
"Ireland",2020,4946123,59544,308227,998019,1626764,3228725,60346,248683,339950,349842,322461,594178,699547,751458,603673,480989,327858,138011,29111,818,3947286,3752826
"Isle of Man",2015,83614,804,4312,13471,22833,53226,824,3508,4676,4483,4841,8891,9504,12357,12384,10623,7188,3472,835,48,70095,67170
"Isle of Man",2016,83472,785,4143,13335,22567,52895,794,3358,4728,4464,4759,8833,9437,12056,12592,10579,7460,3524,847,50,70087,67253
"Isle of Man",2017,83596,766,4017,13216,22353,52830,779,3251,4727,4472,4642,8889,9491,11785,12755,10521,7791,3596,858,52,70328,67603
"Isle of Man",2018,83792,744,3899,13090,22113,52857,757,3155,4662,4529,4525,8954,9576,11531,12908,10509,8112,3671,864,52,70650,67982
"Isle of Man",2019,83950,718,3779,12935,21837,52906,733,3061,4525,4631,4430,8957,9628,11337,13069,10540,8373,3757,871,53,70962,68298
"Isle of Man",2020,84063,688,3642,12741,21559,52957,706,2954,4373,4726,4408,8859,9669,11190,13204,10601,8619,3850,870,52,71270,68598
"Israel",2015,8007777,174798,832748,2252672,3449406,4881475,167635,657950,739937,679987,621862,1147931,1106804,914495,744107,644853,341445,188014,44180,1414,5753691,5373841
"Israel",2016,8159015,181488,853166,2304085,3519357,4949233,174865,671678,760283,690636,634215,1157210,1115087,944194,750923,658388,355957,191336,46184,1436,5853494,5466021
"Israel",2017,8309256,179130,869165,2351298,3588491,5018144,181567,690035,779078,703055,646097,1170752,1122439,974891,757261,663995,376509,196685,47860,1469,5956489,5562570
"Israel",2018,8456487,175379,879366,2390778,3654396,5092167,179226,703987,796862,714550,660005,1186145,1133291,1002171,764477,669356,396816,202624,49283,1541,6064168,5661975
"Israel",2019,8607922,179813,891708,2431901,3723677,5171205,175487,711895,815194,724999,673594,1203097,1145070,1026260,774306,677586,416387,207350,50702,1669,6174352,5763143
"Israel",2020,8757487,179639,896635,2472880,3791323,5250724,179927,716996,834916,741329,684865,1221909,1154663,1047930,786253,686821,437833,210451,52047,1835,6282772,5864519
"Italy",2015,60232908,491469,2601856,8274227,14165454,38703910,505588,2110387,2833355,2839016,2855346,6263080,7618760,9652906,8695121,7229423,5649107,3318618,658148,18171,51940508,50229228
"Italy",2016,60118628,476477,2527582,8169387,14033221,38554310,491351,2051105,2810133,2831672,2867004,6214162,7392580,9544146,8883388,7288048,5689983,3365329,687225,17375,51931864,50213984
"Italy",2017,60004024,462523,2452839,8059225,13905963,38429530,476704,1990316,2772848,2833538,2875103,6187908,7194879,9401200,9054715,7282939,5803908,3413098,715354,15697,51929104,50213764
"Italy",2018,59877430,443033,2376559,7937415,13775679,38310668,463091,1933526,2721881,2838975,2876573,6157847,7039848,9240235,9211417,7286462,5889915,3484514,739216,13989,51926028,50218972
"Italy",2019,59727936,422966,2301651,7799826,13631319,38153130,446262,1878685,2659666,2838509,2872391,6111184,6914908,9047236,9351216,7326026,5948298,3579339,764252,13259,51914850,50211396
"Italy",2020,59500576,412339,2227937,7650586,13468283,37943470,425957,1815598,2593119,2829530,2859948,6060285,6808339,8830003,9452006,7410761,5970660,3651579,791524,14887,51835104,50128630
"Jamaica",2015,2794455,38605,198361,650356,1196636,1968577,38772,159756,218827,233168,266545,540703,433980,357800,281370,152559,81120,26878,3114,30,2144069,1987725
"Jamaica",2016,2802699,38063,195217,640311,1176580,1983083,38370,157154,212799,232295,256129,540721,444781,358255,290432,158304,84034,26675,3028,29,2162359,2014215
"Jamaica",2017,2808388,36254,190429,628810,1153148,1996311,37831,154175,208119,230262,247192,538516,455260,358751,298466,165340,86695,26412,2919,27,2179551,2038122
"Jamaica",2018,2811842,34584,184738,615717,1127017,2008631,36027,150154,204439,226540,238584,535689,464539,360405,304886,174075,88857,26246,2818,26,2196099,2057702
"Jamaica",2019,2813776,33579,179324,601421,1099529,2019783,34362,145745,199640,222457,232002,531000,472696,363197,310137,184283,89935,26330,2751,24,2212331,2074144
"Jamaica",2020,2820438,33133,174116,587584,1074214,2034221,33438,140983,195976,217492,229435,525656,479828,368053,313779,195510,91088,26741,2739,25,2232829,2094585
"Japan",2015,127250936,1003599,5117503,16127122,28223130,76348420,1009936,4113904,5380785,5628834,6000598,12622103,15644035,18327056,15419410,18120436,14370290,8477870,2044003,98010,111025800,107445660
"Japan",2016,126993860,985352,5042858,15931489,28002948,75572770,994255,4057506,5351111,5537520,5983593,12469747,15168515,18587822,15387135,18103242,14321328,8746160,2191130,103694,110958670,107391630
"Japan",2017,126662460,933941,4932716,15707466,27729862,74901810,976108,3998775,5296099,5478651,5940269,12349869,14743997,18699536,15486863,17641284,14654323,8989697,2339839,109324,110845670,107307304
"Japan",2018,126255870,882453,4779666,15454490,27414124,74311340,924831,3897213,5232290,5442534,5879174,12237370,14369973,18535854,15794871,16852346,15360417,9172952,2483739,114683,110686696,107201304
"Japan",2019,125791680,843864,4605259,15185633,27043230,73774480,873847,3761395,5161438,5418936,5804135,12156712,14014240,18336766,16048765,16083852,16107588,9307044,2626667,120277,110485770,107070696
"Japan",2020,125244760,824119,4433821,14923798,26665366,73269580,840131,3609702,5091195,5398782,5704412,12131454,13694754,18060660,16333787,15466158,16582823,9486672,2733364,126879,110194080,106849010
"Jersey",2015,100572,1059,5361,15366,27044,69446,1062,4302,5030,4975,5559,12837,14839,15902,14729,10640,6582,3365,721,32,85174,81918
"Jersey",2016,102152,1052,5311,15536,27437,70543,1044,4259,5158,5067,5596,13342,15064,15762,15130,10773,6733,3450,734,32,86584,83360
"Jersey",2017,103623,1052,5237,15690,27764,71546,1039,4185,5276,5177,5573,13820,15297,15623,15459,10863,7000,3526,741,31,87902,84715
"Jersey",2018,105387,1056,5190,15842,28208,72837,1036,4134,5356,5296,5610,14364,15665,15564,15712,10984,7268,3593,754,31,89514,86289
"Jersey",2019,107055,1075,5184,15959,28568,74090,1040,4109,5399,5376,5662,14805,16031,15574,15929,11158,7475,3664,767,31,91065,87755
"Jersey",2020,108332,1101,5233,16064,28729,74982,1062,4132,5393,5438,5688,14953,16258,15670,16138,11376,7644,3737,772,32,92236,88870
"Jordan",2015,9494250,234536,1179727,3329805,5225185,5868468,235811,945191,1149220,1000858,959150,1759749,1350457,1025207,603853,287167,138888,37212,2740,22,6164423,5596882
"Jordan",2016,9964659,234578,1200472,3457881,5423332,6188817,240839,965894,1207683,1049726,983124,1848954,1425376,1085667,659053,313147,147439,40971,3023,24,6506754,5920137
"Jordan",2017,10215384,234980,1196586,3506991,5492261,6373840,235306,961606,1224761,1085644,986094,1891211,1470772,1122105,702827,334732,153175,44186,3264,27,6708366,6112206
"Jordan",2018,10459864,237108,1195345,3548850,5552194,6558044,235482,958237,1228339,1125166,998472,1923448,1515587,1157186,747500,358116,159576,47568,3531,30,6910984,6303206
"Jordan",2019,10698682,238583,1191898,3583982,5604825,6741094,237452,953315,1231325,1160759,1019345,1947420,1559766,1191190,792456,382965,166693,51001,3830,34,7114666,6493564
"Jordan",2020,10928723,239951,1190065,3612869,5651580,6921054,238762,950114,1227616,1195188,1040878,1969834,1603143,1224226,836723,409043,173897,53951,4121,38,7315816,6677756
"Kazakhstan",2015,17835908,396223,1902940,4816089,7420619,11773001,389022,1506717,1669297,1243852,1175185,3047820,2638197,2182097,2007661,1207039,579286,169017,13379,137,13019681,12328419
"Kazakhstan",2016,18078558,397414,1933451,4980604,7504263,11805404,395486,1536037,1737976,1309177,1155397,2970274,2709281,2204690,2021329,1278724,564370,178925,14828,136,13097818,12408210
"Kazakhstan",2017,18314822,393245,1952923,5138481,7594454,11836997,396682,1559678,1791764,1393794,1150864,2871467,2784818,2232734,2026460,1340182,559993,193327,16363,133,13176208,12484574
"Kazakhstan",2018,18538100,392712,1964485,5283760,7689547,11865890,392365,1571773,1830515,1488760,1161076,2760309,2855950,2262559,2023752,1396956,566239,209413,17953,134,13254207,12550210
"Kazakhstan",2019,18754260,398947,1972800,5418132,7796908,11895840,391692,1573853,1863264,1582068,1188052,2649380,2916601,2289648,2015886,1452859,580651,223715,19196,139,13335988,12603491
"Kazakhstan",2020,18979250,412280,1988635,5550376,7935802,11940132,398058,1576355,1896705,1665036,1233241,2553029,2967717,2313341,2004732,1503854,599091,233871,19852,146,13428728,12652714
"Kenya",2015,46851496,1377745,6812947,19475584,28865764,26203416,1356893,5435202,6730533,5932103,5013057,8410913,6106752,3878840,2195529,1052290,495091,186253,34308,2879,27373034,24261776
"Kenya",2016,47894668,1392934,6803625,19687396,29290230,26980520,1361818,5410691,6792208,6091562,5164144,8528439,6308565,4015226,2318142,1114985,519909,197217,37371,3276,28203998,24994240
"Kenya",2017,48948140,1398991,6814216,19874840,29724816,27788384,1377958,5415225,6807198,6253425,5329813,8652117,6516271,4155836,2438102,1182381,547416,207481,40261,3624,29069678,25755332
"Kenya",2018,49953300,1393613,6824317,20019706,30123854,28585928,1382784,5430704,6782207,6413182,5485054,8781110,6709657,4300461,2561890,1252722,578731,216969,43070,3930,29929664,26519128
"Kenya",2019,50951452,1394632,6846836,20143480,30523404,29402828,1378556,5452204,6735769,6560876,5641041,8934471,6896314,4450672,2684365,1318005,610800,223783,44489,4032,30803940,27304362
"Kenya",2020,51985780,1405043,6882907,20260428,30950960,30268152,1382357,5477864,6699962,6677558,5811696,9125167,7083879,4606379,2800531,1386100,634535,228426,44710,3930,31721424,28126818
"Kiribati",2015,116717,3285,16214,41598,65148,71162,3252,12929,13958,11426,12218,21585,15311,11395,8242,4109,1841,392,26,0,75119,67795
"Kiribati",2016,118529,3297,16276,42279,65770,72167,3255,12979,14514,11489,12045,21811,15921,11302,8638,4248,1880,379,26,0,76250,69119
